DryBulb,DewPoint,Hour,Weekday,IsWorkingDay,P_W_S_hour_l,P_D_S_hour_l,prev24HrAveLoad,target_variable
56,54,8,7,0,14920,15046,14352.83333,12310
58,54,9,7,0,16710,15970,14257.54167,13683
59,54,10,7,0,18268,16542,14176.5,14597
60,54,11,7,0,19488,16921,14096.54167,15002
62,54,12,7,0,20277,17100,14012.45833,15082
62,54,13,7,0,20789,17086,13923.66667,14955
63,54,14,7,0,21014,17199,13822.66667,14775
65,54,15,7,0,21059,17078,13717.875,14563
65,55,16,7,0,20945,16890,13616.79167,14464
65,55,17,7,0,20816,16746,13520.54167,14436
64,56,18,7,0,20649,16423,13439.16667,14470
64,55,19,7,0,20191,15903,13375.33333,14371
64,55,20,7,0,19690,15634,13319.375,14291
62,54,21,7,0,19741,15803,13266.79167,14541
60,55,22,7,0,19439,15421,13224.20833,14399
59,54,23,7,0,17975,14134,13193.20833,13390
58,55,24,7,0,16168,12572,13176.41667,12169
57,54,1,1,0,14838,11429,13163.625,11122
57,53,2,1,0,13864,10839,13149.91667,10510
56,53,3,1,0,13269,10434,13137.66667,10140
56,53,4,1,0,12910,10279,13124.25,9957
56,52,5,1,0,12707,10248,13109.75,9900
56,52,6,1,0,12531,10433,13083.41667,9801
56,53,7,1,0,13016,11074,13048.875,10245
57,54,8,1,0,14184,12310,13002.29167,11192
59,53,9,1,0,15864,13683,12948.83333,12400
61,52,10,1,0,17488,14597,12894.375,13290
61,52,11,1,0,18860,15002,12843.75,13787
62,52,12,1,0,19788,15082,12799,14008
63,52,13,1,0,20374,14955,12759.25,14001
65,52,14,1,0,20603,14775,12720.66667,13849
64,52,15,1,0,20713,14563,12683.16667,13663
65,52,16,1,0,20840,14464,12646.91667,13594
65,52,17,1,0,20866,14436,12615.66667,13686
65,52,18,1,0,20752,14470,12588.625,13821
65,52,19,1,0,20529,14371,12566.25,13834
63,51,20,1,0,20407,14291,12550.41667,13911
62,51,21,1,0,20663,14541,12546.66667,14451
60,51,22,1,0,20026,14399,12547.75,14425
58,51,23,1,0,18189,13390,12536.75,13126
57,51,24,1,0,16189,12169,12519.125,11746
56,52,1,2,1,14983,11122,12504.375,10768
54,50,2,2,1,14296,10510,12495.66667,10301
54,50,3,2,1,13899,10140,12491.41667,10038
52,49,4,2,1,13732,9957,12491.75,9965
52,49,5,2,1,13915,9900,12507.20833,10271
51,48,6,2,1,14765,9801,12557,10996
53,50,7,2,1,16997,10245,12670.29167,12964
56,52,8,2,1,19273,11192,12824.16667,14885
60,53,9,2,1,20692,12400,12975.58333,16034
64,52,10,2,1,21754,13290,13119.875,16753
66,52,11,2,1,22754,13787,13267.875,17339
68,52,12,2,1,23594,14008,13420.625,17674
71,52,13,2,1,24128,14001,13573.375,17667
71,53,14,2,1,24590,13849,13743.04167,17921
72,52,15,2,1,24905,13663,13923,17982
74,53,16,2,1,25143,13594,14107.875,18031
74,53,17,2,1,25231,13686,14289.29167,18040
73,53,18,2,1,24817,13821,14457.08333,17848
73,53,19,2,1,24384,13834,14606.29167,17415
72,54,20,2,1,23830,13911,14732.95833,16951
69,55,21,2,1,23731,14451,14834.08333,16878
64,53,22,2,1,22874,14425,14921.79167,16530
62,53,23,2,1,20427,13126,14986.83333,14687
60,53,24,2,1,18029,11746,15035.75,12920
59,53,1,3,1,16517,10768,15075.29167,11717
58,52,2,3,1,15659,10301,15108.5,11098
57,52,3,3,1,15142,10038,15138.125,10749
56,53,4,3,1,14840,9965,15164.75,10604
56,52,5,3,1,14870,10271,15185.20833,10762
55,51,6,3,1,15578,10996,15204.875,11468
56,52,7,3,1,17711,12964,15223.04167,13400
59,53,8,3,1,19857,14885,15245.58333,15426
63,54,9,3,1,21097,16034,15271.54167,16657
68,56,10,3,1,21951,16753,15301.08333,17462
72,57,11,3,1,22589,17339,15337.29167,18208
74,58,12,3,1,22910,17674,15378.875,18672
76,59,13,3,1,22837,17667,15433.08333,18968
79,57,14,3,1,22777,17921,15491.16667,19315
81,56,15,3,1,22313,17982,15555.45833,19525
82,55,16,3,1,21881,18031,15624.66667,19692
82,56,17,3,1,21572,18040,15699.66667,19840
82,56,18,3,1,21041,17848,15775.16667,19660
80,57,19,3,1,20371,17415,15847.33333,19147
79,56,20,3,1,19748,16951,15915.91667,18597
76,57,21,3,1,19539,16878,15986.95833,18583
73,58,22,3,1,18679,16530,16055,18163
70,59,23,3,1,16633,14687,16119.45833,16234
68,59,24,3,1,14593,12920,16174.04167,14230
67,59,1,4,1,13261,11717,16220.5,12832
65,59,2,4,1,12498,11098,16261.08333,12072
64,58,3,4,1,12040,10749,16298.95833,11658
65,58,4,4,1,11814,10604,16335.08333,11471
64,59,5,4,1,11913,10762,16369.875,11597
64,57,6,4,1,12571,11468,16403.5,12275
64,58,7,4,1,14321,13400,16434.29167,14139
67,58,8,4,1,15941,15426,16467.79167,16230
69,58,9,4,1,16589,16657,16497.625,17373
69,58,10,4,1,16959,17462,16517.33333,17935
68,59,11,4,1,17195,18208,16520.91667,18294
66,59,12,4,1,17220,18672,16511.125,18437
68,60,13,4,1,17049,18968,16491.375,18494
70,59,14,4,1,16997,19315,16462.375,18619
70,60,15,4,1,16801,19525,16416.20833,18417
70,59,16,4,1,16669,19692,16359.41667,18329
71,58,17,4,1,16710,19840,16300,18414
71,56,18,4,1,16666,19660,16237.16667,18152
70,55,19,4,1,16449,19147,16174.04167,17632
71,53,20,4,1,16352,18597,16117.16667,17232
68,55,21,4,1,16435,18583,16060.58333,17225
65,50,22,4,1,15733,18163,16005.20833,16834
65,48,23,4,1,14068,16234,15957.95833,15100
63,46,24,4,1,12499,14230,15916.16667,13227
61,46,1,5,1,11394,12832,15880.33333,11972
59,45,2,5,1,10874,12072,15845.20833,11229
57,44,3,5,1,10593,11658,15808.75,10783
55,44,4,5,1,10505,11471,15774.45833,10648
54,44,5,5,1,10736,11597,15739.91667,10768
53,44,6,5,1,11592,12275,15705.25,11443
53,44,7,5,1,13481,14139,15666.66667,13213
56,45,8,5,1,15258,16230,15618.20833,15067
60,46,9,5,1,15977,17373,15569.33333,16200
63,45,10,5,1,16371,17935,15526.625,16910
65,45,11,5,1,16647,18294,15489.25,17397
67,44,12,5,1,16750,18437,15457.54167,17676
68,45,13,5,1,16654,18494,15421.33333,17625
70,45,14,5,1,16689,18619,15421.95833,18634
72,46,15,5,1,16590,18417,15409.16667,18110
73,46,16,5,1,16480,18329,15399.41667,18095
73,46,17,5,1,16463,18414,15382.33333,18004
73,47,18,5,1,16415,18152,15369.875,17853
74,47,19,5,1,16276,17632,15357.91667,17345
72,47,20,5,1,16303,17232,15343.83333,16894
69,51,21,5,1,16370,17225,15332.875,16962
66,52,22,5,1,15650,16834,15327.08333,16695
64,52,23,5,1,14026,15100,15323.20833,15007
62,52,24,5,1,12449,13227,15325.16667,13274
63,52,1,6,1,11446,11972,15329.33333,12072
61,52,2,6,1,10887,11229,15334.08333,11343
60,52,3,6,1,10607,10783,15342.25,10979
59,52,4,6,1,10498,10648,15350.5,10846
59,52,5,6,1,10681,10768,15360.91667,11018
58,52,6,6,1,11403,11443,15371.20833,11690
58,52,7,6,1,13276,13213,15378.25,13382
61,53,8,6,1,15046,15067,15392.25,15403
65,53,9,6,1,15970,16200,15419.70833,16859
69,55,10,6,1,16542,16910,15459.66667,17869
73,55,11,6,1,16921,17397,15512.41667,18663
77,56,12,6,1,17100,17676,15575.91667,19200
79,55,13,6,1,17086,17625,15655.125,19526
81,54,14,6,1,17199,18634,15710.25,19957
82,55,15,6,1,17078,18110,15798.75,20234
84,55,16,6,1,16890,18095,15891.54167,20322
84,55,17,6,1,16746,18004,15989.25,20349
82,57,18,6,1,16423,17853,16082.45833,20090
82,58,19,6,1,15903,17345,16175.5,19578
81,59,20,6,1,15634,16894,16259.25,18904
78,60,21,6,1,15803,16962,16333.45833,18743
75,60,22,6,1,15421,16695,16406.875,18457
73,59,23,6,1,14134,15007,16486.29167,16913
71,58,24,6,1,12572,13274,16557.16667,14975
70,58,1,7,0,11429,12072,16620.04167,13581
69,59,2,7,0,10839,11343,16678.04167,12735
69,59,3,7,0,10434,10979,16729.45833,12213
68,59,4,7,0,10279,10846,16774.625,11930
67,59,5,7,0,10248,11018,16808.04167,11820
67,59,6,7,0,10433,11690,16816.20833,11886
66,60,7,7,0,11074,13382,16789.70833,12746
68,61,8,7,0,12310,15403,16747.08333,14380
72,62,9,7,0,13683,16859,16723.08333,16283
76,63,10,7,0,14597,17869,16728.75,18005
80,64,11,7,0,15002,18663,16754.70833,19286
83,64,12,7,0,15082,19200,16797.04167,20216
86,65,13,7,0,14955,19526,16851.20833,20826
89,65,14,7,0,14775,19957,16905.58333,21262
91,65,15,7,0,14563,20234,16962.375,21597
92,63,16,7,0,14464,20322,17024.41667,21811
92,63,17,7,0,14436,20349,17090.91667,21945
91,62,18,7,0,14470,20090,17164.29167,21851
90,62,19,7,0,14371,19578,17239,21371
88,63,20,7,0,14291,18904,17313.875,20701
85,62,21,7,0,14541,18743,17383.375,20411
81,65,22,7,0,14399,18457,17451.41667,20090
79,66,23,7,0,13390,16913,17517.16667,18491
77,65,24,7,0,12169,14975,17588.125,16678
75,64,1,1,0,11122,13581,17655.625,15201
74,64,2,1,0,10510,12735,17715.625,14175
73,64,3,1,0,10140,12213,17771,13542
71,63,4,1,0,9957,11930,17820.125,13109
71,64,5,1,0,9900,11820,17864.79167,12892
71,64,6,1,0,9801,11886,17898.75,12701
72,64,7,1,0,10245,12746,17918.58333,13222
74,65,8,1,0,11192,14380,17928.70833,14623
77,66,9,1,0,12400,16283,17936.33333,16466
80,67,10,1,0,13290,18005,17950.5,18345
84,68,11,1,0,13787,19286,17977.75,19940
87,68,12,1,0,14008,20216,18018.375,21191
88,69,13,1,0,14001,20826,18066.25,21975
90,69,14,1,0,13849,21262,18108.95833,22287
90,67,15,1,0,13663,21597,18142.125,22393
89,68,16,1,0,13594,21811,18165.125,22363
89,67,17,1,0,13686,21945,18183.45833,22385
85,67,18,1,0,13821,21851,18199.29167,22231
84,68,19,1,0,13834,21371,18211.25,21658
81,68,20,1,0,13911,20701,18228.66667,21119
80,68,21,1,0,14451,20411,18255.66667,21059
78,66,22,1,0,14425,20090,18278.54167,20639
76,65,23,1,0,13126,18491,18290.70833,18783
74,65,24,1,0,11746,16678,18295.66667,16797
73,65,1,2,1,10768,15201,18301.70833,15346
71,65,2,2,1,10301,14175,18314.625,14485
70,65,3,2,1,10038,13542,18333.375,13992
69,65,4,2,1,9965,13109,18357.41667,13686
68,64,5,2,1,10271,12892,18394.91667,13792
70,65,6,2,1,10996,12701,18469.54167,14492
70,66,7,2,1,12964,13222,18599.33333,16337
71,66,8,2,1,14885,14623,18759.95833,18478
73,67,9,2,1,16034,16466,18910.70833,20084
75,67,10,2,1,16753,18345,19037.41667,21386
77,68,11,2,1,17339,19940,19149.54167,22631
79,69,12,2,1,17674,21191,19243.79167,23453
79,67,13,2,1,17667,21975,19323.95833,23899
80,65,14,2,1,17921,22287,19407.08333,24282
81,62,15,2,1,17982,22393,19488.70833,24352
81,65,16,2,1,18031,22363,19568.875,24287
80,65,17,2,1,18040,22385,19640.08333,24094
79,66,18,2,1,17848,22231,19698.83333,23641
77,67,19,2,1,17415,21658,19754.04167,22983
76,67,20,2,1,16951,21119,19803.375,22303
73,67,21,2,1,16878,21059,19845.375,22067
73,68,22,2,1,16530,20639,19878.66667,21438
73,69,23,2,1,14687,18783,19901.125,19322
72,69,24,2,1,12920,16797,19916,17154
72,69,1,3,1,11717,15346,19938.25,15880
72,69,2,3,1,11098,14485,19957,14935
71,69,3,3,1,10749,13992,19976.54167,14461
72,69,4,3,1,10604,13686,19998.625,14216
71,69,5,3,1,10762,13792,20021.45833,14340
71,69,6,3,1,11468,14492,20045.41667,15067
71,69,7,3,1,13400,16337,20063.5,16771
72,69,8,3,1,15426,18478,20074.625,18745
72,70,9,3,1,16657,20084,20068.33333,19933
73,70,10,3,1,17462,21386,20046.33333,20858
74,71,11,3,1,18208,22631,20001.41667,21553
74,70,12,3,1,18672,23453,19933.79167,21830
75,71,13,3,1,18968,23899,19854.375,21993
75,70,14,3,1,19315,24282,19763.95833,22112
76,71,15,3,1,19525,24352,19669.33333,22081
75,71,16,3,1,19692,24287,19570,21903
76,71,17,3,1,19840,24094,19476.45833,21849
76,71,18,3,1,19660,23641,19394.70833,21679
75,70,19,3,1,19147,22983,19322.625,21253
74,70,20,3,1,18597,22303,19267.66667,20984
74,71,21,3,1,18583,22067,19217.125,20854
74,71,22,3,1,18163,21438,19167.5,20247
74,70,23,3,1,16234,19322,19130.25,18428
73,71,24,3,1,14230,17154,19101.16667,16456
73,71,1,4,1,12832,15880,19069.33333,15116
72,70,2,4,1,12072,14935,19042.83333,14299
72,70,3,4,1,11658,14461,19019.08333,13891
72,70,4,4,1,11471,14216,18995.58333,13652
72,70,5,4,1,11597,14340,18972.91667,13796
72,70,6,4,1,12275,15067,18952.20833,14570
72,70,7,4,1,14139,16771,18939.58333,16468
73,71,8,4,1,16230,18745,18932,18563
75,71,9,4,1,17373,19933,18946,20269
77,72,10,4,1,17935,20858,18974.95833,21553
79,72,11,4,1,18294,21553,19012.41667,22452
80,73,12,4,1,18437,21830,19059.625,22963
83,73,13,4,1,18494,21993,19117.58333,23384
80,71,14,4,1,18619,22112,19177.83333,23558
79,70,15,4,1,18417,22081,19219.66667,23085
75,69,16,4,1,18329,21903,19236.58333,22309
73,68,17,4,1,18414,21849,19230.5,21703
73,69,18,4,1,18152,21679,19213.25,21265
72,69,19,4,1,17632,21253,19191.25,20725
72,67,20,4,1,17232,20984,19162.54167,20295
72,66,21,4,1,17225,20854,19137.54167,20254
72,67,22,4,1,16834,20247,19113.70833,19675
71,68,23,4,1,15100,18428,19091.54167,17896
71,69,24,4,1,13227,16456,19071.75,15981
67,67,1,5,1,11972,15116,19054.58333,14704
66,66,2,5,1,11229,14299,19038.79167,13920
67,66,3,5,1,10783,13891,19021.41667,13474
67,67,4,5,1,10648,13652,19007.45833,13317
66,67,5,5,1,10768,13796,18993.83333,13469
66,66,6,5,1,11443,14570,18979.33333,14222
66,66,7,5,1,13213,16468,18955.83333,15904
66,66,8,5,1,15067,18563,18925.79167,17842
67,66,9,5,1,16200,20269,18875.75,19068
68,67,10,5,1,16910,21553,18808.04167,19928
69,67,11,5,1,17397,22452,18730.66667,20595
70,67,12,5,1,17676,22963,18648.91667,21001
70,67,13,5,1,17625,23384,18560.20833,21255
75,67,14,5,1,18634,23558,18479.25,21615
77,68,15,5,1,18110,23085,18423.29167,21742
78,68,16,5,1,18095,22309,18398.54167,21715
77,67,17,5,1,18004,21703,18393.625,21585
76,67,18,5,1,17853,21265,18389.58333,21168
75,67,19,5,1,17345,20725,18380.54167,20508
72,67,20,5,1,16894,20295,18368.75,20012
72,66,21,5,1,16962,20254,18352.29167,19859
70,66,22,5,1,16695,19675,18332.375,19197
68,64,23,5,1,15007,17896,18310.54167,17372
67,64,24,5,1,13274,15981,18284.58333,15358
67,63,1,6,1,12072,14704,18254.45833,13981
66,64,2,6,1,11343,13920,18222.875,13162
66,63,3,6,1,10979,13474,18190.58333,12699
66,63,4,6,1,10846,13317,18155.04167,12464
65,63,5,6,1,11018,13469,18118.79167,12599
65,63,6,6,1,11690,14222,18077.95833,13242
65,63,7,6,1,13382,15904,18029.45833,14740
66,63,8,6,1,15403,17842,17973.625,16502
66,63,9,6,1,16859,19068,17916.16667,17689
67,64,10,6,1,17869,19928,17858.66667,18548
69,64,11,6,1,18663,20595,17800.04167,19188
70,64,12,6,1,19200,21001,17741.625,19599
71,65,13,6,1,19526,21255,17679.45833,19763
72,65,14,6,1,19957,21615,17611,19972
73,65,15,6,1,20234,21742,17539.95833,20037
74,66,16,6,1,20322,21715,17469.25,20018
75,66,17,6,1,20349,21585,17400.58333,19937
75,66,18,6,1,20090,21168,17342.125,19765
74,66,19,6,1,19578,20508,17294.08333,19355
73,67,20,6,1,18904,20012,17245.41667,18844
70,67,21,6,1,18743,19859,17194.54167,18638
69,67,22,6,1,18457,19197,17150.125,18131
69,67,23,6,1,16913,17372,17124.58333,16759
69,66,24,6,1,14975,15358,17112.125,15059
69,66,1,7,0,13581,13981,17108.16667,13886
70,67,2,7,0,12735,13162,17104.75,13080
69,67,3,7,0,12213,12699,17095.04167,12466
69,66,4,7,0,11930,12464,17083.29167,12182
68,66,5,7,0,11820,12599,17060.91667,12062
68,65,6,7,0,11886,13242,17011.79167,12063
68,64,7,7,0,12746,14740,16924.54167,12646
69,63,8,7,0,14380,16502,16820,13993
71,61,9,7,0,16283,17689,16727.33333,15465
72,58,10,7,0,18005,18548,16642.54167,16513
74,57,11,7,0,19286,19188,16556.41667,17121
75,56,12,7,0,20216,19599,16462.83333,17353
76,56,13,7,0,20826,19763,16362.79167,17362
77,56,14,7,0,21262,19972,16252.29167,17320
78,55,15,7,0,21597,20037,16136.54167,17259
78,55,16,7,0,21811,20018,16021.625,17260
78,55,17,7,0,21945,19937,15913.625,17345
79,54,18,7,0,21851,19765,15813.875,17371
78,53,19,7,0,21371,19355,15719.91667,17100
77,52,20,7,0,20701,18844,15625.66667,16582
74,52,21,7,0,20411,18638,15529.70833,16335
70,51,22,7,0,20090,18131,15445.91667,16120
69,50,23,7,0,18491,16759,15367.79167,14884
66,50,24,7,0,16678,15059,15303.45833,13515
64,50,1,1,0,15201,13886,15234.54167,12232
63,50,2,1,0,14175,13080,15164.83333,11407
61,50,3,1,0,13542,12466,15099.875,10907
60,50,4,1,0,13109,12182,15034.08333,10603
59,50,5,1,0,12892,12062,14966.25,10434
58,50,6,1,0,12701,12063,14890.79167,10252
58,50,7,1,0,13222,12646,14808.79167,10678
61,52,8,1,0,14623,13993,14713.70833,11711
66,53,9,1,0,16466,15465,14612.41667,13034
69,52,10,1,0,18345,16513,14512.58333,14117
71,52,11,1,0,19940,17121,14419.45833,14886
74,51,12,1,0,21191,17353,14334.125,15305
75,50,13,1,0,21975,17362,14256.29167,15494
76,50,14,1,0,22287,17320,14181.08333,15515
76,50,15,1,0,22393,17259,14107.91667,15503
77,51,16,1,0,22363,17260,14037.70833,15575
77,51,17,1,0,22385,17345,13968.20833,15677
77,52,18,1,0,22231,17371,13898.33333,15694
76,52,19,1,0,21658,17100,13827.20833,15393
74,54,20,1,0,21119,16582,13756.29167,14880
71,55,21,1,0,21059,16335,13693.29167,14823
68,54,22,1,0,20639,16120,13634.875,14718
66,54,23,1,0,18783,14884,13592,13855
65,52,24,1,0,16797,13515,13560.29167,12754
63,52,1,2,0,15346,12232,13535.16667,11629
62,52,2,2,0,14485,11407,13515.33333,10931
61,52,3,2,0,13992,10907,13500.16667,10543
60,51,4,2,0,13686,10603,13487.75,10305
58,51,5,2,0,13792,10434,13482.04167,10297
58,52,6,2,0,14492,10252,13483.45833,10286
58,52,7,2,0,16337,10678,13484.33333,10699
60,53,8,2,0,18478,11711,13480.33333,11615
64,53,9,2,0,20084,13034,13474.66667,12898
67,53,10,2,0,21386,14117,13474.875,14122
70,54,11,2,0,22631,14886,13478.70833,14978
74,51,12,2,0,23453,15305,13487.29167,15511
74,53,13,2,0,23899,15494,13498.95833,15774
76,52,14,2,0,24282,15515,13512.16667,15832
77,52,15,2,0,24352,15503,13528.45833,15894
77,52,16,2,0,24287,15575,13547.5,16032
78,53,17,2,0,24094,15677,13572,16265
78,54,18,2,0,23641,15694,13602.58333,16428
77,55,19,2,0,22983,15393,13633.83333,16143
75,54,20,2,0,22303,14880,13667.66667,15692
73,56,21,2,0,22067,14823,13700.375,15608
70,55,22,2,0,21438,14718,13728.45833,15392
68,54,23,2,0,19322,13855,13751.83333,14416
66,54,24,2,0,17154,12754,13768.16667,13146
65,53,1,3,1,15880,11629,13781.25,11943
64,53,2,3,1,14935,10931,13796,11285
63,53,3,3,1,14461,10543,13812.79167,10946
62,53,4,3,1,14216,10305,13831.875,10763
61,53,5,3,1,14340,10297,13857.04167,10901
61,54,6,3,1,15067,10286,13906.04167,11462
61,55,7,3,1,16771,10699,14001.875,12999
64,57,8,3,1,18745,11615,14144.41667,15036
67,59,9,3,1,19933,12898,14294,16488
71,61,10,3,1,20858,14122,14445.5,17758
73,63,11,3,1,21553,14978,14602.5,18746
77,64,12,3,1,21830,15511,14775.04167,19652
79,65,13,3,1,21993,15774,14962.20833,20266
80,66,14,3,1,22112,15832,15173.41667,20901
82,67,15,3,1,22081,15894,15395.25,21218
82,67,16,3,1,21903,16032,15620.5,21438
81,67,17,3,1,21849,16265,15841.45833,21568
81,67,18,3,1,21679,16428,16048.08333,21387
79,68,19,3,1,21253,16143,16245,20869
77,68,20,3,1,20984,15692,16437,20300
75,67,21,3,1,20854,15608,16631.875,20285
73,67,22,3,1,20247,15392,16808.125,19622
72,67,23,3,1,18428,14416,16946.375,17734
72,66,24,3,1,16456,13146,17054.58333,15743
71,67,1,4,1,15116,11943,17154.70833,14346
70,66,2,4,1,14299,11285,17250.66667,13588
69,67,3,4,1,13891,10946,17342.625,13153
69,67,4,4,1,13652,10763,17434.70833,12973
69,67,5,4,1,13796,10901,17527.70833,13133
69,67,6,4,1,14570,11462,17626.91667,13843
70,68,7,4,1,16468,12999,17723.29167,15312
71,68,8,4,1,18563,15036,17809.08333,17095
71,68,9,4,1,20269,16488,17884.75,18304
71,69,10,4,1,21553,17758,17941.75,19126
72,68,11,4,1,22452,18746,17985.58333,19798
72,69,12,4,1,22963,19652,18004.5,20106
71,68,13,4,1,23384,20266,17997.91667,20108
71,68,14,4,1,23558,20901,17968,20183
72,67,15,4,1,23085,21218,17916.08333,19972
71,67,16,4,1,22309,21438,17839.33333,19596
70,66,17,4,1,21703,21568,17748.83333,19396
68,65,18,4,1,21265,21387,17658.66667,19223
67,64,19,4,1,20725,20869,17573.95833,18836
66,64,20,4,1,20295,20300,17493.20833,18362
65,63,21,4,1,20254,20285,17406.625,18207
65,62,22,4,1,19675,19622,17313.75,17393
64,62,23,4,1,17896,17734,17228.45833,15687
64,61,24,4,1,15981,15743,17149.79167,13855
63,61,1,5,1,14704,14346,17078.79167,12642
62,60,2,5,1,13920,13588,17010.625,11952
62,59,3,5,1,13474,13153,16942.04167,11507
61,58,4,5,1,13317,12973,16873.16667,11320
61,58,5,5,1,13469,13133,16805.45833,11508
61,57,6,5,1,14222,13843,16737.5,12212
61,57,7,5,1,15904,15312,16663.75,13542
61,57,8,5,1,17842,17095,16584.33333,15189
61,57,9,5,1,19068,18304,16498.08333,16234
62,56,10,5,1,19928,19126,16406.29167,16923
63,56,11,5,1,20595,19798,16304,17343
64,56,12,5,1,21001,20106,16196.29167,17521
65,57,13,5,1,21255,20108,16087.625,17500
65,57,14,5,1,21615,20183,15976.875,17525
66,57,15,5,1,21742,19972,15871.375,17440
66,57,16,5,1,21715,19596,15776.29167,17314
66,58,17,5,1,21585,19396,15685.04167,17206
66,58,18,5,1,21168,19223,15594.04167,17039
66,58,19,5,1,20508,18836,15508.54167,16784
65,57,20,5,1,20012,18362,15431.91667,16523
65,57,21,5,1,19859,18207,15363.33333,16561
64,57,22,5,1,19197,17393,15312.58333,16175
64,57,23,5,1,17372,15687,15272.83333,14733
63,57,24,5,1,15358,13855,15240.75,13085
62,57,1,6,1,13981,12642,15212.04167,11953
62,56,2,6,1,13162,11952,15186.25,11333
61,57,3,6,1,12699,11507,15164.08333,10975
61,56,4,6,1,12464,11320,15144.16667,10842
60,56,5,6,1,12599,11508,15123.58333,11014
60,56,6,6,1,13242,12212,15100.70833,11663
60,56,7,6,1,14740,13542,15084.66667,13157
60,57,8,6,1,16502,15189,15070.54167,14850
60,58,9,6,1,17689,16234,15061.58333,16019
61,59,10,6,1,18548,16923,15054.29167,16748
61,58,11,6,1,19188,17343,15048.25,17198
62,59,12,6,1,19599,17521,15043.66667,17411
61,59,13,6,1,19763,17500,15035.125,17295
61,59,14,6,1,19972,17525,15019.91667,17160
60,58,15,6,1,20037,17440,14997.125,16893
60,59,16,6,1,20018,17314,14967.91667,16613
60,58,17,6,1,19937,17206,14938.83333,16508
59,58,18,6,1,19765,17039,14912.91667,16417
59,57,19,6,1,19355,16784,14888.66667,16202
59,57,20,6,1,18844,16523,14861.5,15871
58,56,21,6,1,18638,16561,14827.58333,15747
57,56,22,6,1,18131,16175,14785.125,15156
57,56,23,6,1,16759,14733,14749.25,13872
57,55,24,6,1,15059,13085,14722.66667,12447
57,55,1,7,0,13886,11953,14699.16667,11389
57,55,2,7,0,13080,11333,14675.66667,10769
57,55,3,7,0,12466,10975,14652.375,10416
57,55,4,7,0,12182,10842,14626.54167,10222
57,55,5,7,0,12062,11014,14595.29167,10264
57,55,6,7,0,12063,11663,14544.29167,10439
57,56,7,7,0,12646,13157,14452.875,10963
58,56,8,7,0,13993,14850,14336.625,12060
59,56,9,7,0,15465,16019,14226.66667,13380
61,57,10,7,0,16513,16748,14132.33333,14484
63,57,11,7,0,17121,17198,14048.875,15195
65,58,12,7,0,17353,17411,13970.875,15539
68,59,13,7,0,17362,17295,13899.25,15576
71,60,14,7,0,17320,17160,13831.75,15540
74,60,15,7,0,17259,16893,13773.375,15492
75,60,16,7,0,17260,16613,13728.375,15533
75,60,17,7,0,17345,16508,13694.70833,15700
75,60,18,7,0,17371,16417,13670.16667,15828
72,60,19,7,0,17100,16202,13649.125,15697
70,60,20,7,0,16582,15871,13629.33333,15396
67,60,21,7,0,16335,15747,13618.41667,15485
67,60,22,7,0,16120,15156,13623.41667,15276
65,59,23,7,0,14884,13872,13635.95833,14173
65,59,24,7,0,13515,12447,13654.29167,12887
65,58,1,1,0,12232,11389,13673.625,11853
65,58,2,1,0,11407,10769,13689.16667,11142
65,58,3,1,0,10907,10416,13702.375,10733
64,58,4,1,0,10603,10222,13713.25,10483
65,58,5,1,0,10434,10264,13719.70833,10419
65,58,6,1,0,10252,10439,13716.70833,10367
65,58,7,1,0,10678,10963,13710.08333,10804
67,58,8,1,0,11711,12060,13701.16667,11846
70,59,9,1,0,13034,13380,13691.5,13148
72,59,10,1,0,14117,14484,13685.375,14337
74,59,11,1,0,14886,15195,13690.95833,15329
78,60,12,1,0,15305,15539,13716.20833,16145
81,60,13,1,0,15494,15576,13765.29167,16754
84,60,14,1,0,15515,15540,13833.125,17168
86,59,15,1,0,15503,15492,13916.29167,17488
87,58,16,1,0,15575,15533,14015.33333,17910
88,58,17,1,0,15677,15700,14129.54167,18441
88,57,18,1,0,15694,15828,14254.5,18827
87,57,19,1,0,15393,15697,14382,18757
85,56,20,1,0,14880,15396,14509.04167,18445
82,58,21,1,0,14823,15485,14636.20833,18537
79,57,22,1,0,14718,15276,14767.91667,18437
77,57,23,1,0,13855,14173,14882,16911
76,56,24,1,0,12754,12887,14976.91667,15165
75,55,1,2,1,11629,11853,15062.58333,13909
75,56,2,2,1,10931,11142,15145.25,13126
74,56,3,2,1,10543,10733,15226.16667,12675
74,56,4,2,1,10305,10483,15309,12471
73,57,5,2,1,10297,10419,15400.08333,12605
72,60,6,2,1,10286,10367,15522.95833,13316
72,60,7,2,1,10699,10804,15697.41667,14991
74,60,8,2,1,11615,11846,15921.41667,17222
75,61,9,2,1,12898,13148,16162.875,18943
78,64,10,2,1,14122,14337,16412.91667,20338
80,63,11,2,1,14978,15329,16672.5,21559
83,64,12,2,1,15511,16145,16937.45833,22504
86,64,13,2,1,15774,16754,17201.29167,23086
88,62,14,2,1,15832,17168,17472.33333,23673
89,60,15,2,1,15894,17488,17743.25,23990
89,60,16,2,1,16032,17910,18002.375,24129
90,59,17,2,1,16265,18441,18244.625,24255
90,59,18,2,1,16428,18827,18464,24092
88,60,19,2,1,16143,18757,18663.45833,23544
86,62,20,2,1,15692,18445,18845.625,22817
82,62,21,2,1,15608,18537,19010,22482
79,62,22,2,1,15392,18437,19146.625,21716
